Year,Month,IOD_Index
1969,Feb,-0.164
1969,Mar,0.06
1969,Apr,-0.051
1969,May,-0.166
1969,Jun,-0.626
1969,Jul,-0.407
1969,Aug,-0.35
1969,Sep,-0.248
1969,Oct,-0.2
1969,Nov,-0.004
1969,Dec,-0.085
1970,Jan,0.297
1970,Feb,0.326
1970,Mar,0.068
1970,Apr,0.219
1970,May,0.182
1970,Jun,-0.385
1970,Jul,-0.57
1970,Aug,-0.351
1970,Sep,-0.6
1970,Oct,-0.638
1970,Nov,-0.307
1970,Dec,-0.235
1971,Jan,0.198
1971,Feb,0.013
1971,Mar,0.208
1971,Apr,0.24
1971,May,-0.074
1971,Jun,-0.236
1971,Jul,-0.354
1971,Aug,-0.547
1971,Sep,-0.746
1971,Oct,-0.629
1971,Nov,0.017
1971,Dec,0.215
1972,Jan,0.143
1972,Feb,-0.216
1972,Mar,0.031
1972,Apr,0.131
1972,May,0.157
1972,Jun,0.739
1972,Jul,0.708
1972,Aug,0.511
1972,Sep,0.363
1972,Oct,0.327
1972,Nov,0.671
1972,Dec,0.477
1973,Jan,0.043
1973,Feb,-0.077
1973,Mar,-0.001
1973,Apr,-0.117
1973,May,0.085
1973,Jun,-0.225
1973,Jul,-0.495
1973,Aug,-0.607
1973,Sep,-0.773
1973,Oct,-0.449
1973,Nov,-0.157
1973,Dec,0.047
1974,Jan,0.279
1974,Feb,0.156
1974,Mar,0.249
1974,Apr,-0.053
1974,May,-0.239
1974,Jun,-0.027
1974,Jul,-0.249
1974,Aug,-0.497
1974,Sep,-0.661
1974,Oct,-0.845
1974,Nov,-0.551
1974,Dec,-0.36
1975,Jan,-0.367
1975,Feb,-0.249
1975,Mar,-0.464
1975,Apr,0.087
1975,May,0.066
1975,Jun,0.055
1975,Jul,-0.039
1975,Aug,-0.344
1975,Sep,-0.857
1975,Oct,-1.056
1975,Nov,-0.328
1975,Dec,-0.17
1976,Jan,0.005
1976,Feb,0.077
1976,Mar,0.02
1976,Apr,0.122
1976,May,-0.004
1976,Jun,0.369
1976,Jul,0.594
1976,Aug,0.107
1976,Sep,-0.208
1976,Oct,-0.231
1976,Nov,-0.181
1976,Dec,0.028
1977,Jan,-0.003
1977,Feb,-0.261
1977,Mar,0.174
1977,Apr,-0.029
1977,May,-0.341
1977,Jun,-0.095
1977,Jul,-0.171
1977,Aug,-0.26
1977,Sep,-0.259
1977,Oct,0.245
1977,Nov,-0.127
1977,Dec,-0.02
1978,Jan,-0.64
1978,Feb,-0.53
1978,Mar,-0.582
1978,Apr,-0.214
1978,May,-0.533
1978,Jun,-0.174
1978,Jul,-0.107
1978,Aug,-0.224
1978,Sep,-0.261
1978,Oct,-0.502
1978,Nov,-0.458
1978,Dec,-0.26
1979,Jan,0.317
1979,Feb,-0.158
1979,Mar,-0.034
1979,Apr,-0.207
1979,May,-0.444
1979,Jun,0.108
1979,Jul,-0.315
1979,Aug,-0.226
1979,Sep,-0.28
1979,Oct,-0.314
1979,Nov,-0.251
1979,Dec,-0.101
1980,Jan,-0.158
1980,Feb,-0.2
1980,Mar,-0.417
1980,Apr,-0.095
1980,May,-0.066
1980,Jun,-0.382
1980,Jul,-0.661
1980,Aug,-0.822
1980,Sep,-0.745
1980,Oct,-0.657
1980,Nov,-0.417
1980,Dec,-0.483
1981,Jan,-0.201
1981,Feb,-0.024
1981,Mar,0.027
1981,Apr,0.092
1981,May,-0.018
1981,Jun,-0.24
1981,Jul,-0.56
1981,Aug,-0.628
1981,Sep,-0.757
1981,Oct,-0.606
1981,Nov,-0.328
1981,Dec,-0.019
1982,Jan,0.144
1982,Feb,0.166
1982,Mar,0.054
1982,Apr,0.119
1982,May,0.223
1982,Jun,0.255
1982,Jul,0.265
1982,Aug,0.256
1982,Sep,0.442
1982,Oct,0.623
1982,Nov,0.284
1982,Dec,-0.162
1983,Jan,-0.482
1983,Feb,-0.587
1983,Mar,-0.752
1983,Apr,-0.556
1983,May,-0.059
1983,Jun,0.371
1983,Jul,0.525
1983,Aug,0.345
1983,Sep,-0.069
1983,Oct,-0.288
1983,Nov,-0.343
1983,Dec,-0.101
1984,Jan,-0.223
1984,Feb,-0.149
1984,Mar,-0.122
1984,Apr,0.05
1984,May,-0.305
1984,Jun,-0.357
1984,Jul,-0.366
1984,Aug,-0.498
1984,Sep,-0.608
1984,Oct,-0.654
1984,Nov,-0.418
1984,Dec,-0.278
1985,Jan,-0.466
1985,Feb,-0.627
1985,Mar,-0.541
1985,Apr,-0.2
1985,May,-0.223
1985,Jun,-0.629
1985,Jul,-0.403
1985,Aug,-0.459
1985,Sep,-0.238
1985,Oct,-0.498
1985,Nov,0.074
1985,Dec,-0.417
1986,Jan,-0.113
1986,Feb,-0.135
1986,Mar,-0.2
1986,Apr,-0.286
1986,May,-0.154
1986,Jun,-0.278
1986,Jul,-0.546
1986,Aug,-0.401
1986,Sep,-0.142
1986,Oct,-0.048
1986,Nov,-0.244
1986,Dec,-0.274
1987,Jan,-0.081
1987,Feb,0.041
1987,Mar,-0.137
1987,Apr,-0.157
1987,May,0.165
1987,Jun,0.109
1987,Jul,0.207
1987,Aug,0.297
1987,Sep,0.393
1987,Oct,0.255
1987,Nov,-0.051
1987,Dec,0.152
1988,Jan,0.353
1988,Feb,-0.154
1988,Mar,-0.313
1988,Apr,-0.128
1988,May,-0.513
1988,Jun,-0.272
1988,Jul,-0.15
1988,Aug,-0.289
1988,Sep,-0.394
1988,Oct,-0.525
1988,Nov,-0.183
1988,Dec,0.156
1989,Jan,-0.281
1989,Feb,-0.045
1989,Mar,-0.319
1989,Apr,-0.48
1989,May,-0.594
1989,Jun,-0.78
1989,Jul,-0.447
1989,Aug,-0.321
1989,Sep,-0.225
1989,Oct,-0.412
1989,Nov,-0.338
1989,Dec,-0.167
1990,Jan,-0.099
1990,Feb,-0.289
1990,Mar,-0.143
1990,Apr,-0.385
1990,May,-0.348
1990,Jun,-0.568
1990,Jul,-0.246
1990,Aug,-0.392
1990,Sep,-0.183
1990,Oct,-0.345
1990,Nov,-0.094
1990,Dec,0.003
1991,Jan,0.065
1991,Feb,-0.097
1991,Mar,-0.037
1991,Apr,0.289
1991,May,0.379
1991,Jun,0.263
1991,Jul,0.27
1991,Aug,0.058
1991,Sep,0.099
1991,Oct,-0.03
1991,Nov,0.04
1991,Dec,0.084
1992,Jan,-0.321
1992,Feb,-0.389
1992,Mar,-0.671
1992,Apr,-0.553
1992,May,-0.549
1992,Jun,-0.861
1992,Jul,-0.479
1992,Aug,-0.768
1992,Sep,-0.833
1992,Oct,-0.627
1992,Nov,-0.399
1992,Dec,-0.317
1993,Jan,-0.196
1993,Feb,0.035
1993,Mar,-0.295
1993,Apr,-0.181
1993,May,-0.027
1993,Jun,-0.108
1993,Jul,-0.152
1993,Aug,-0.305
1993,Sep,-0.17
1993,Oct,-0.156
1993,Nov,-0.149
1993,Dec,-0.206
1994,Jan,0.025
1994,Feb,-0.146
1994,Mar,0.202
1994,Apr,0.351
1994,May,0.544
1994,Jun,0.433
1994,Jul,0.557
1994,Aug,0.811
1994,Sep,0.529
1994,Oct,0.707
1994,Nov,0.287
1994,Dec,0.263
1995,Jan,0.14
1995,Feb,0.164
1995,Mar,-0.05
1995,Apr,-0.221
1995,May,-0.251
1995,Jun,-0.078
1995,Jul,-0.169
1995,Aug,-0.144
1995,Sep,-0.18
1995,Oct,-0.367
1995,Nov,-0.294
1995,Dec,0.09
1996,Jan,-0.021
1996,Feb,-0.033
1996,Mar,-0.085
1996,Apr,-0.369
1996,May,-0.266
1996,Jun,-0.394
1996,Jul,-0.643
1996,Aug,-0.681
1996,Sep,-0.712
1996,Oct,-1.108
1996,Nov,-0.797
1996,Dec,-0.413
1997,Jan,-0.11
1997,Feb,0.079
1997,Mar,0.043
1997,Apr,0.054
1997,May,0.025
1997,Jun,0.082
1997,Jul,0.447
1997,Aug,0.634
1997,Sep,0.771
1997,Oct,0.873
1997,Nov,1.279
1997,Dec,0.863
1998,Jan,0.525
1998,Feb,0.422
1998,Mar,-0.055
1998,Apr,0.047
1998,May,0.14
1998,Jun,0.147
1998,Jul,-0.385
1998,Aug,-0.58
1998,Sep,-0.496
1998,Oct,-0.743
1998,Nov,-0.653
1998,Dec,-0.336
1999,Jan,-0.13
1999,Feb,-0.038
1999,Mar,0.102
1999,Apr,-0.002
1999,May,-0.186
1999,Jun,-0.145
1999,Jul,0.112
1999,Aug,0.023
1999,Sep,-0.05
1999,Oct,-0.19
1999,Nov,-0.116
1999,Dec,-0.148
2000,Jan,-0.125
2000,Feb,-0.009
2000,Mar,0.14
2000,Apr,0.141
2000,May,0.113
2000,Jun,-0.022
2000,Jul,0.077
2000,Aug,0.131
2000,Sep,-0.096
2000,Oct,-0.142
2000,Nov,-0.306
2000,Dec,-0.248
2001,Jan,-0.431
2001,Feb,-0.017
2001,Mar,-0.01
2001,Apr,0.136
2001,May,0.137
2001,Jun,0.127
2001,Jul,-0.14
2001,Aug,-0.301
2001,Sep,-0.223
2001,Oct,-0.451
2001,Nov,-0.245
2001,Dec,-0.051
2002,Jan,-0.142
2002,Feb,-0.098
2002,Mar,0.008
2002,Apr,-0.352
2002,May,-0.329
2002,Jun,-0.19
2002,Jul,-0.26
2002,Aug,-0.208
2002,Sep,0.286
2002,Oct,0.405
2002,Nov,0.096
2002,Dec,-0.158
2003,Jan,-0.239
2003,Feb,0.017
2003,Mar,-0.039
2003,Apr,-0.099
2003,May,-0.164
2003,Jun,0.139
2003,Jul,0.131
2003,Aug,0.108
2003,Sep,-0.061
2003,Oct,-0.243
2003,Nov,-0.159
2003,Dec,0.189
2004,Jan,0.044
2004,Feb,0.114
2004,Mar,0.077
2004,Apr,-0.08
2004,May,-0.565
2004,Jun,-0.384
2004,Jul,-0.301
2004,Aug,-0.132
2004,Sep,-0.106
2004,Oct,-0.004
2004,Nov,-0.153
2004,Dec,-0.132
2005,Jan,-0.124
2005,Feb,-0.56
2005,Mar,-0.432
2005,Apr,0.084
2005,May,-0.033
2005,Jun,-0.176
2005,Jul,-0.384
2005,Aug,-0.345
2005,Sep,-0.534
2005,Oct,-0.436
2005,Nov,-0.272
2005,Dec,-0.3
2006,Jan,-0.135
2006,Feb,-0.305
2006,Mar,-0.226
2006,Apr,-0.015
2006,May,-0.207
2006,Jun,-0.059
2006,Jul,0.04
2006,Aug,0.229
2006,Sep,0.428
2006,Oct,0.577
2006,Nov,0.501
2006,Dec,0.172
2007,Jan,0.224
2007,Feb,0.15
2007,Mar,0.116
2007,Apr,0.1
2007,May,0.27
2007,Jun,0.03
2007,Jul,0.045
2007,Aug,0.236
2007,Sep,0.235
2007,Oct,0.068
2007,Nov,-0.023
2007,Dec,-0.227
2008,Jan,0.115
2008,Feb,-0.072
2008,Mar,0.097
2008,Apr,-0.153
2008,May,0.178
2008,Jun,0.215
2008,Jul,0.246
2008,Aug,0.124
2008,Sep,0.086
2008,Oct,0.029
2008,Nov,-0.128
2008,Dec,-0.053
2009,Jan,0.031
2009,Feb,0.163
2009,Mar,0.1
2009,Apr,0.126
2009,May,0.256
2009,Jun,0.1
2009,Jul,-0.192
2009,Aug,-0.104
2009,Sep,-0.103
2009,Oct,-0.013
2009,Nov,-0.067
2009,Dec,0.16
2010,Jan,0.294
2010,Feb,0.023
2010,Mar,0.458
2010,Apr,0.37
2010,May,-0.03
2010,Jun,-0.14
2010,Jul,-0.001
2010,Aug,-0.062
2010,Sep,-0.268
2010,Oct,-0.437
2010,Nov,-0.495
2010,Dec,-0.212
2011,Jan,0.192
2011,Feb,0.242
2011,Mar,0.367
2011,Apr,0.154
2011,May,-0.089
2011,Jun,0.055
2011,Jul,0.223
2011,Aug,0.344
2011,Sep,0.202
2011,Oct,0.356
2011,Nov,0.336
2011,Dec,-0.128
2012,Jan,0.046
2012,Feb,-0.078
2012,Mar,0.026
2012,Apr,-0.271
2012,May,-0.37
2012,Jun,0.001
2012,Jul,0.546
2012,Aug,0.652
2012,Sep,0.453
2012,Oct,0.11
2012,Nov,-0.1
2012,Dec,0.268
2013,Jan,-0.065
2013,Feb,0.189
2013,Mar,0.083
2013,Apr,-0.297
2013,May,-0.506
2013,Jun,-0.497
2013,Jul,-0.18
2013,Aug,-0.194
2013,Sep,-0.31
2013,Oct,-0.168
2013,Nov,0.199
2013,Dec,0.141
2014,Jan,-0.101
2014,Feb,-0.089
2014,Mar,-0.151
2014,Apr,-0.058
2014,May,-0.092
2014,Jun,-0.028
2014,Jul,-0.363
2014,Aug,-0.372
2014,Sep,-0.145
2014,Oct,0.141
2014,Nov,0.01
2014,Dec,0.046
2015,Jan,-0.1
2015,Feb,-0.345
2015,Mar,-0.241
2015,Apr,-0.008
2015,May,0.24
2015,Jun,0.296
2015,Jul,0.225
2015,Aug,0.567
2015,Sep,0.294
2015,Oct,0.483
2015,Nov,0.347
2015,Dec,0.272
2016,Jan,0.266
2016,Feb,-0.11
2016,Mar,-0.009
2016,Apr,0.146
2016,May,-0.113
2016,Jun,-0.443
2016,Jul,-0.758
2016,Aug,-0.444
2016,Sep,-0.437
2016,Oct,-0.372
2016,Nov,-0.382
2016,Dec,-0.31
2017,Jan,-0.086
2017,Feb,0.101
2017,Mar,0.357
2017,Apr,0.499
2017,May,0.536
2017,Jun,0.424
2017,Jul,0.52
2017,Aug,0.349
2017,Sep,0.034
2017,Oct,0.016
2017,Nov,0.289
2017,Dec,0.109
2018,Jan,-0.2
2018,Feb,0.215
2018,Mar,-0.12
2018,Apr,-0.083
2018,May,0.122
2018,Jun,0.155
2018,Jul,0.053
2018,Aug,0.122
2018,Sep,0.604
2018,Oct,0.685
2018,Nov,0.5
2018,Dec,0.309
2019,Jan,0.387
2019,Feb,0.416
2019,Mar,0.224
2019,Apr,0.258
2019,May,0.539
2019,Jun,0.605
2019,Jul,0.597
2019,Aug,0.436
2019,Sep,0.893
2019,Oct,0.964
2019,Nov,0.835
2019,Dec,0.243
2020,Jan,0.173
2020,Feb,0.054
2020,Mar,0.019
2020,Apr,-0.011
2020,May,0.298
2020,Jun,0.454
2020,Jul,0.32
2020,Aug,-0.183
2020,Sep,-0.19
2020,Oct,0.074
2020,Nov,0.02
2020,Dec,0.03
2021,Jan,0.051
2021,Feb,0.243
2021,Mar,0.266
2021,Apr,0.25
2021,May,0.009
2021,Jun,-0.002
2021,Jul,-0.228
2021,Aug,-0.099
2021,Sep,-0.058
2021,Oct,-0.091
2021,Nov,0.069
2021,Dec,-0.12
2022,Jan,-0.056
2022,Feb,-0.083
2022,Mar,-0.093
2022,Apr,-0.068
2022,May,-0.122
2022,Jun,-0.335
2022,Jul,-0.195
2022,Aug,-0.246
2022,Sep,-0.322
2022,Oct,-0.691
2022,Nov,-0.269
2022,Dec,-0.092
2023,Jan,0.109
2023,Feb,0.157
2023,Mar,0.415
2023,Apr,0.56
2023,May,0.443
2023,Jun,0.665
2023,Jul,0.498
2023,Aug,0.825
2023,Sep,0.946
2023,Oct,0.804
2023,Nov,0.92
2023,Dec,0.851
2024,Jan,0.765
2024,Feb,0.328
2024,Mar,0.421
2024,Apr,0.44
2024,May,0.297
2024,Jun,0.197
2024,Jul,0.033
2024,Aug,0.267
2024,Sep,0.115
2024,Oct,-0.196
2024,Nov,-0.383
2024,Dec,-0.331
2025,Jan,-0.196
2025,Feb,0.017
2025,Mar,0.059
2025,Apr,0.149
2025,May,
2025,Jun,
2025,Jul,
2025,Aug,
2025,Sep,
2025,Oct,
2025,Nov,
2025,Dec,
