Date,Full_Capacity_mcft_CHEMBARAMBAKKAM,Full_Capacity_mcft_CHOLAVARAM,Full_Capacity_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Full_Capacity_mcft_POONDI,Full_Capacity_mcft_PUZHAL,Full_Capacity_mcft_VEERANAM,Inflow_cusecs_CHEMBARAMBAKKAM,Inflow_cusecs_CHOLAVARAM,Inflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Inflow_cusecs_POONDI,Inflow_cusecs_PUZHAL,Inflow_cusecs_VEERANAM,Level_ft_CHEMBARAMBAKKAM,Level_ft_CHOLAVARAM,Level_ft_KANNANKOTTAI_THERVOY_KANDIGAI,Level_ft_POONDI,Level_ft_PUZHAL,Level_ft_VEERANAM,Outflow_cusecs_CHEMBARAMBAKKAM,Outflow_cusecs_CHOLAVARAM,Outflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Outflow_cusecs_POONDI,Outflow_cusecs_PUZHAL,Outflow_cusecs_VEERANAM,Rainfall_mm_CHEMBARAMBAKKAM,Rainfall_mm_CHOLAVARAM,Rainfall_mm_KANNANKOTTAI_THERVOY_KANDIGAI,Rainfall_mm_POONDI,Rainfall_mm_PUZHAL,Rainfall_mm_VEERANAM,Storage_mcft_CHEMBARAMBAKKAM,Storage_mcft_CHOLAVARAM,Storage_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_mcft_POONDI,Storage_mcft_PUZHAL,Storage_mcft_VEERANAM,Storage_Level_pct_CHEMBARAMBAKKAM,Storage_Level_pct_CHOLAVARAM,Storage_Level_pct_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_Level_pct_POONDI,Storage_Level_pct_PUZHAL,Storage_Level_pct_VEERANAM,Storage_as_on_same_day_last_year_mcft_CHEMBARAMBAKKAM,Storage_as_on_same_day_last_year_mcft_CHOLAVARAM,Storage_as_on_same_day_last_year_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_as_on_same_day_last_year_mcft_POONDI,Storage_as_on_same_day_last_year_mcft_PUZHAL,Storage_as_on_same_day_last_year_mcft_VEERANAM,Full_Capacity_mcft_TOTAL,Level_ft_TOTAL,Storage_mcft_TOTAL,Storage_Level_pct_TOTAL,Inflow_cusecs_TOTAL,Outflow_cusecs_TOTAL,Rainfall_mm_TOTAL,Storage_as_on_same_day_last_year_mcft_TOTAL
2019-06-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,120.55,,,,,,27.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,42.0,2.0,,0.03,0.09,,1.3,0.06,,1148.0,68.0,,182.0,1358.0,,13222.0,,46.0,0.35,0.0,33.0,0.0,2756.0
2019-06-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,120.4,,,,,,27.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,40.0,2.0,,0.03,0.09,,1.24,0.06,,1148.0,68.0,,182.0,1358.0,,13222.0,,44.0,0.33,0.0,33.0,0.0,2756.0
2019-06-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,120.25,,,,,,28.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,38.0,2.0,,0.03,0.09,,1.18,0.06,,1128.0,68.0,,181.0,1335.0,,13222.0,,42.0,0.32,0.0,28.0,0.0,2712.0
2019-06-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,120.1,,,,,,27.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,36.0,1.0,,0.03,,,1.11,0.03,,1118.0,68.0,,181.0,1324.0,,13222.0,,38.0,0.29,0.0,33.0,0.0,2691.0
2019-06-11,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,119.95,,,,,,24.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,34.0,1.0,,0.03,,,1.05,0.03,,1108.0,68.0,,180.0,1312.0,,13222.0,,36.0,0.27,0.0,24.0,0.0,2668.0
2019-06-12,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,119.8,,,,,,23.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,32.0,1.0,,0.03,,,0.99,0.03,,1098.0,68.0,,180.0,1301.0,,13222.0,,34.0,0.26,0.0,23.0,0.0,2647.0
2019-06-13,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,119.65,,,,,,23.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,30.0,,,0.03,,,0.93,,,1088.0,68.0,,179.0,1289.0,,13222.0,,31.0,0.23,0.0,23.0,0.0,2624.0
2019-06-14,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,119.4,,,,,,23.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,28.0,,,0.03,,,0.87,,,1078.0,68.0,,179.0,1279.0,,13222.0,,29.0,0.22,0.0,23.0,0.0,2604.0
2019-06-15,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,119.35,,,,,,17.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,27.0,,,0.03,,,0.84,,,1068.0,68.0,,178.0,1269.0,,13222.0,,28.0,0.21,0.0,17.0,0.0,2583.0
2019-06-16,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,119.25,,,,,,17.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,26.0,,,0.03,,,0.8,,,1057.0,68.0,,178.0,1259.0,,13222.0,,27.0,0.2,0.0,17.0,0.0,2562.0
2019-06-17,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,119.15,,,,,,17.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,25.0,,,0.03,,,0.77,,,1047.0,68.0,,178.0,1249.0,,13222.0,,26.0,0.2,0.0,17.0,0.0,2542.0
2019-06-18,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,118.95,,,,,,14.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,24.0,,,0.03,,,0.74,,,1037.0,68.0,,177.0,1239.0,,13222.0,,25.0,0.19,0.0,14.0,0.0,2521.0
2019-06-19,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,118.85,,,,,,12.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,23.0,,,0.03,,,0.71,,,1027.0,68.0,,177.0,1229.0,,13222.0,,24.0,0.18,0.0,12.0,0.0,2501.0
2019-06-20,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,118.7,,,,,,12.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,22.0,,,0.03,,,0.68,,,1017.0,68.0,,176.0,1219.0,,13222.0,,23.0,0.17,0.0,12.0,0.0,2480.0
2019-06-21,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,118.55,,,,,,12.0,,,5.0,0.0,0.0,2.0,0.0,0.0,1.0,,,21.0,,,0.03,,,0.65,,,1007.0,68.0,,172.0,1209.0,,13222.0,,22.0,0.17,0.0,12.0,7.0,2456.0
2019-06-22,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,118.4,,,,,,12.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,20.0,,,0.03,,,0.62,,,997.0,68.0,,168.0,1199.0,,13222.0,,21.0,0.16,0.0,12.0,0.0,2432.0
2019-06-23,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,118.4,,,,,,4.0,,,5.0,1.0,0.0,5.0,10.0,0.0,1.0,,,20.0,,,0.03,,,0.62,,,987.0,68.0,,164.0,1189.0,,13222.0,,21.0,0.16,0.0,4.0,21.0,2408.0
2019-06-24,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,118.3,,,,,,7.0,,,0.0,1.0,0.0,7.0,1.0,0.0,1.0,,,19.0,,,0.03,,,0.59,,,977.0,68.0,,160.0,1179.0,,13222.0,,20.0,0.15,0.0,7.0,9.0,2384.0
2019-06-25,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.48,,,118.3,,,,,,7.0,,,20.0,0.0,0.0,3.0,0.0,0.0,1.0,,,19.0,,,0.03,,,0.59,,,967.0,68.0,,156.0,1169.0,,13222.0,,20.0,0.15,0.0,7.0,23.0,2360.0
2019-06-26,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,,,,118.3,,,,,,4.0,,,0.0,0.0,0.0,3.0,0.0,4.0,,,,19.0,,,,,,0.59,,,957.0,67.0,,152.0,1160.0,,13222.0,,19.0,0.14,0.0,4.0,7.0,2336.0
2019-06-27,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,,,,118.2,,,,,,7.0,,,39.0,12.0,0.0,4.0,4.0,4.0,,,,18.0,,,,,,0.56,,,947.0,66.0,,148.0,1152.0,,13222.0,,18.0,0.14,0.0,7.0,63.0,2313.0
2019-06-28,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,,,,118.2,,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,,,,,,0.56,,,936.0,65.0,,144.0,1144.0,,13222.0,,18.0,0.14,0.0,4.0,0.0,2289.0
2019-06-29,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,,,,118.2,,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,,,,,,0.56,,,926.0,64.0,,140.0,1136.0,,13222.0,,18.0,0.14,0.0,4.0,0.0,2266.0
2019-06-30,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,,,,118.2,,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,,,,,,0.56,,,916.0,63.0,,136.0,1128.0,,13222.0,,18.0,0.14,0.0,4.0,0.0,2243.0
2019-07-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,,,,118.2,,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,,,,,,0.56,,,906.0,61.0,,132.0,1120.0,,13222.0,,18.0,0.14,0.0,4.0,0.0,2219.0
2019-07-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,,,,117.9,,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,,,,,0.53,,,896.0,60.0,,128.0,1112.0,,13222.0,,17.0,0.13,0.0,4.0,0.0,2196.0
2019-07-03,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,,,,117.9,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,,,,,0.53,,,896.0,59.0,,134.0,1104.0,,13222.0,,17.0,0.13,0.0,2.0,0.0,2193.0
2019-07-04,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.9,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,,,,,0.53,,,886.0,58.0,,134.0,1096.0,,13222.0,,17.0,0.13,0.0,2.0,0.0,2174.0
2019-07-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.9,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,,,,,0.53,,,876.0,57.0,,131.0,1089.0,,13222.0,,17.0,0.13,0.0,2.0,0.0,2153.0
2019-07-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.9,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,,,,,0.53,,,866.0,56.0,,128.0,1083.0,,13222.0,,17.0,0.13,0.0,2.0,0.0,2133.0
2019-07-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.9,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,,,,,0.53,,,856.0,55.0,,124.0,1076.0,,13222.0,,17.0,0.13,0.0,2.0,0.0,2111.0
2019-07-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.9,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,,,,,0.53,,,847.0,53.0,,120.0,1070.0,,13222.0,,17.0,0.13,0.0,2.0,0.0,2090.0
2019-07-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.9,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,,,,,0.53,,,837.0,52.0,,116.0,1064.0,,13222.0,,17.0,0.13,0.0,2.0,0.0,2069.0
2019-07-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,10.0,3.0,0.0,0.0,12.0,6.0,,,,16.0,,,,,,0.5,,,827.0,51.0,,112.0,1057.0,,13222.0,,16.0,0.12,0.0,2.0,31.0,2047.0
2019-07-11,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,816.0,50.0,,109.0,1051.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,2026.0
2019-07-12,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,17.0,,,,16.0,,,,,,0.5,,,810.0,49.0,,107.0,1045.0,,13222.0,,16.0,0.12,0.0,2.0,17.0,2011.0
2019-07-13,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,4.0,0.0,0.0,,,,16.0,,,,,,0.5,,,800.0,48.0,,104.0,1039.0,,13222.0,,16.0,0.12,0.0,2.0,4.0,1991.0
2019-07-14,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,3.0,0.0,0.0,,,,16.0,,,,,,0.5,,,791.0,47.0,,102.0,1032.0,,13222.0,,16.0,0.12,0.0,2.0,3.0,1972.0
2019-07-15,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,782.0,46.0,,99.0,1026.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1953.0
2019-07-16,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,25.0,9.0,0.0,13.0,35.0,20.0,,,,16.0,,,,,,0.5,,,774.0,44.0,,96.0,1020.0,,13222.0,,16.0,0.12,0.0,2.0,102.0,1934.0
2019-07-17,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,764.0,43.0,,92.0,1014.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1913.0
2019-07-18,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,756.0,42.0,,88.0,1007.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1893.0
2019-07-19,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,26.0,0.0,0.0,22.0,0.0,,,,16.0,,,,,,0.5,,,747.0,41.0,,84.0,1001.0,,13222.0,,16.0,0.12,0.0,2.0,48.0,1873.0
2019-07-20,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,4.0,0.0,0.0,0.0,7.0,0.0,,,,16.0,,,,,,0.5,,,738.0,40.0,,80.0,995.0,,13222.0,,16.0,0.12,0.0,2.0,11.0,1853.0
2019-07-21,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,2.0,0.0,37.0,4.0,0.0,,,,16.0,,,,,,0.5,,,729.0,39.0,,76.0,989.0,,13222.0,,16.0,0.12,0.0,2.0,43.0,1833.0
2019-07-22,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,3.0,0.0,0.0,0.0,2.0,0.0,,,,16.0,,,,,,0.5,,,720.0,38.0,,73.0,982.0,,13222.0,,16.0,0.12,0.0,2.0,5.0,1813.0
2019-07-23,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,2.0,2.0,0.0,4.0,2.0,7.0,,,,16.0,,,,,,0.5,,,710.0,37.0,,70.0,976.0,,13222.0,,16.0,0.12,0.0,2.0,17.0,1793.0
2019-07-24,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,14.0,43.0,0.0,3.0,33.0,8.0,,,,16.0,,,,,,0.5,,,701.0,35.0,,67.0,970.0,,13222.0,,16.0,0.12,0.0,2.0,101.0,1773.0
2019-07-25,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,41.0,7.0,0.0,11.0,7.0,0.0,,,,16.0,,,,,,0.5,,,692.0,34.0,,64.0,964.0,,13222.0,,16.0,0.12,0.0,2.0,66.0,1754.0
2019-07-26,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,15.0,14.0,0.0,6.0,10.0,0.0,,,,16.0,,,,,,0.5,,,682.0,33.0,,62.0,957.0,,13222.0,,16.0,0.12,0.0,2.0,45.0,1734.0
2019-07-27,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,673.0,32.0,,60.0,951.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1716.0
2019-07-28,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,664.0,31.0,,58.0,945.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1698.0
2019-07-29,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,655.0,30.0,,56.0,939.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1680.0
2019-07-30,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,646.0,29.0,,54.0,932.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1661.0
2019-07-31,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,637.0,27.0,,52.0,926.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1642.0
2019-08-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,628.0,26.0,,50.0,920.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1624.0
2019-08-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,619.0,25.0,,48.0,914.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1606.0
2019-08-03,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,610.0,24.0,,46.0,907.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1587.0
2019-08-04,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,600.0,23.0,,45.0,901.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1569.0
2019-08-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,590.0,22.0,,45.0,895.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1552.0
2019-08-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,2.0,0.0,0.0,0.0,3.0,,,,16.0,,,,,,0.5,,,579.0,21.0,,44.0,889.0,,13222.0,,16.0,0.12,0.0,2.0,5.0,1533.0
2019-08-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,572.0,20.0,,42.0,882.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1516.0
2019-08-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,565.0,18.0,,41.0,876.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1500.0
2019-08-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,4.0,0.0,17.0,10.0,0.0,,,,16.0,,,,,,0.5,,,556.0,17.0,,39.0,870.0,,13222.0,,16.0,0.12,0.0,2.0,31.0,1482.0
2019-08-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,548.0,16.0,,38.0,864.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1466.0
2019-08-11,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,541.0,15.0,,37.0,857.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1450.0
2019-08-12,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,536.0,13.0,,35.0,851.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1435.0
2019-08-13,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,531.0,12.0,,33.0,845.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1421.0
2019-08-14,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,526.0,11.0,,31.0,839.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1407.0
2019-08-15,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,2.0,,,61.4,46.64,,117.75,29.0,,,,,,,,19.0,58.0,0.0,27.0,37.0,47.0,,,,16.0,,,,,,0.5,,,526.0,10.0,,31.0,833.0,,13222.0,,16.0,0.12,2.0,0.0,188.0,1400.0
2019-08-16,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,2.0,0.0,0.0,0.0,4.0,0.0,,,,16.0,,,,,,0.5,,,521.0,9.0,,28.0,826.0,,13222.0,,16.0,0.12,0.0,2.0,6.0,1384.0
2019-08-17,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,16.0,28.0,0.0,36.0,18.0,50.0,,,,16.0,,,,,,0.5,,,516.0,8.0,,25.0,820.0,,13222.0,,16.0,0.12,0.0,2.0,148.0,1369.0
2019-08-18,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,40.0,8.0,0.0,20.0,6.0,6.0,,,,16.0,,,,,,0.5,,,511.0,7.0,,22.0,814.0,,13222.0,,16.0,0.12,0.0,2.0,80.0,1354.0
2019-08-19,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,32.0,52.0,0.0,21.0,40.0,2.0,,,,16.0,,,,,,0.5,,,506.0,6.0,,19.0,808.0,,13222.0,,16.0,0.12,0.0,2.0,147.0,1339.0
2019-08-20,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,35.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,501.0,5.0,,16.0,802.0,,13222.0,,16.0,0.12,0.0,2.0,35.0,1324.0
2019-08-21,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,6.0,19.0,0.0,4.0,5.0,10.0,,,,16.0,,,,,,0.5,,,496.0,4.0,,15.0,795.0,,13222.0,,16.0,0.12,0.0,2.0,44.0,1310.0
2019-08-22,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,,,,,,0.5,,,491.0,3.0,,15.0,789.0,,13222.0,,16.0,0.12,0.0,2.0,0.0,1298.0
2019-08-23,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,27.0,0.0,0.0,14.0,0.0,,,,16.0,,,,,,0.5,,,486.0,2.0,,14.0,783.0,,13222.0,,16.0,0.12,0.0,2.0,41.0,1285.0
2019-08-24,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,61.4,46.64,,117.75,29.0,,,,,2.0,,,0.0,0.0,0.0,11.0,0.0,2.0,,,,16.0,,,,,,0.5,,,481.0,1.0,,14.0,777.0,,13222.0,,16.0,0.12,0.0,2.0,13.0,1273.0
