Date,Full_Capacity_mcft_CHEMBARAMBAKKAM,Full_Capacity_mcft_CHOLAVARAM,Full_Capacity_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Full_Capacity_mcft_POONDI,Full_Capacity_mcft_PUZHAL,Full_Capacity_mcft_VEERANAM,Inflow_cusecs_CHEMBARAMBAKKAM,Inflow_cusecs_CHOLAVARAM,Inflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Inflow_cusecs_POONDI,Inflow_cusecs_PUZHAL,Inflow_cusecs_VEERANAM,Level_ft_CHEMBARAMBAKKAM,Level_ft_CHOLAVARAM,Level_ft_KANNANKOTTAI_THERVOY_KANDIGAI,Level_ft_POONDI,Level_ft_PUZHAL,Level_ft_VEERANAM,Outflow_cusecs_CHEMBARAMBAKKAM,Outflow_cusecs_CHOLAVARAM,Outflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Outflow_cusecs_POONDI,Outflow_cusecs_PUZHAL,Outflow_cusecs_VEERANAM,Rainfall_mm_CHEMBARAMBAKKAM,Rainfall_mm_CHOLAVARAM,Rainfall_mm_KANNANKOTTAI_THERVOY_KANDIGAI,Rainfall_mm_POONDI,Rainfall_mm_PUZHAL,Rainfall_mm_VEERANAM,Storage_mcft_CHEMBARAMBAKKAM,Storage_mcft_CHOLAVARAM,Storage_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_mcft_POONDI,Storage_mcft_PUZHAL,Storage_mcft_VEERANAM,Storage_Level_pct_CHEMBARAMBAKKAM,Storage_Level_pct_CHOLAVARAM,Storage_Level_pct_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_Level_pct_POONDI,Storage_Level_pct_PUZHAL,Storage_Level_pct_VEERANAM,Storage_as_on_same_day_last_year_mcft_CHEMBARAMBAKKAM,Storage_as_on_same_day_last_year_mcft_CHOLAVARAM,Storage_as_on_same_day_last_year_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_as_on_same_day_last_year_mcft_POONDI,Storage_as_on_same_day_last_year_mcft_PUZHAL,Storage_as_on_same_day_last_year_mcft_VEERANAM,Full_Capacity_mcft_TOTAL,Level_ft_TOTAL,Storage_mcft_TOTAL,Storage_Level_pct_TOTAL,Inflow_cusecs_TOTAL,Outflow_cusecs_TOTAL,Rainfall_mm_TOTAL,Storage_as_on_same_day_last_year_mcft_TOTAL
2015-07-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,69.44,45.04,,122.22,34.19,,93.0,,,20.0,115.0,,0.0,0.0,0.0,0.0,5.0,0.0,511.0,,,80.0,690.0,,14.02,,,2.48,20.91,,1105.0,,,105.0,1281.0,,13222.0,,1281.0,9.69,0.0,228.0,5.0,2491.0
2015-07-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,69.36,45.04,,122.26,34.11,,93.0,,,20.0,93.0,,0.0,0.0,0.0,0.0,1.0,0.0,503.0,,,78.0,682.0,,13.8,,,2.41,20.67,,1096.0,,,104.0,1269.0,,13222.0,,1263.0,9.55,0.0,206.0,1.0,2469.0
2015-07-03,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,69.29,45.04,,122.22,34.0,,93.0,,,20.0,116.0,,0.0,0.0,0.0,3.0,0.0,0.0,495.0,,,76.0,672.0,,13.58,,,2.35,20.36,,1087.0,,,103.0,1259.0,,13222.0,,1243.0,9.4,0.0,229.0,3.0,2449.0
2015-07-04,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,69.22,45.04,,122.2,33.92,,93.0,,,20.0,93.0,,0.0,0.0,0.0,0.0,0.0,2.0,487.0,,,75.0,664.0,,13.36,,,2.32,20.12,,1079.0,,,102.0,1248.0,,13222.0,,1226.0,9.27,0.0,206.0,2.0,2429.0
2015-07-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,69.15,45.04,,122.11,33.82,,93.0,,,20.0,116.0,,0.0,0.0,0.0,0.0,0.0,0.0,479.0,,,73.0,654.0,,13.14,,,2.26,19.82,,1071.0,,,100.0,1237.0,,13222.0,,1206.0,9.12,0.0,229.0,0.0,2408.0
2015-07-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,69.07,45.04,,122.05,33.73,,93.0,,,20.0,93.0,,0.0,0.0,0.0,0.0,0.0,0.0,471.0,,,71.0,646.0,,12.92,,,2.2,19.58,,1071.0,,,114.0,1226.0,,13222.0,,1188.0,8.99,0.0,206.0,0.0,2411.0
2015-07-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,69.01,45.04,,121.98,33.63,,81.0,,,20.0,116.0,,0.0,0.0,0.0,0.0,0.0,0.0,464.0,,,69.0,636.0,,12.73,,,2.14,19.27,,1063.0,,,115.0,1214.0,,13222.0,,1169.0,8.84,0.0,217.0,0.0,2392.0
2015-07-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.96,45.04,,121.91,33.56,,81.0,,,17.0,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,458.0,,,67.0,629.0,,12.57,,,2.07,19.06,,1055.0,,,112.0,1202.0,,13222.0,,1154.0,8.73,0.0,179.0,0.0,2369.0
2015-07-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.89,45.04,,121.87,33.46,,81.0,,,17.0,104.0,,0.0,0.0,0.0,0.0,0.0,0.0,451.0,,,66.0,620.0,,12.37,,,2.04,18.79,,1046.0,,,109.0,1190.0,,13222.0,,1137.0,8.6,0.0,202.0,0.0,2345.0
2015-07-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.82,45.04,,121.8,33.38,,81.0,,,17.0,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,444.0,,,64.0,613.0,,12.18,,,1.98,18.58,,1038.0,,,106.0,1178.0,,13222.0,,1121.0,8.48,0.0,179.0,0.0,2322.0
2015-07-11,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,17.0,,,68.74,45.04,,121.8,33.29,,93.0,,,17.0,104.0,,15.0,12.0,0.0,8.0,7.0,7.0,436.0,,,64.0,604.0,,11.96,,,1.98,18.3,,1038.0,,,106.0,1170.0,,13222.0,,1104.0,8.35,17.0,214.0,49.0,2314.0
2015-07-12,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.68,45.04,,121.76,33.21,,81.0,,,17.0,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,429.0,,,63.0,597.0,,11.77,,,1.95,18.09,,1030.0,,,104.0,1159.0,,13222.0,,1089.0,8.24,0.0,179.0,0.0,2293.0
2015-07-13,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.61,45.04,,121.67,33.12,,81.0,,,17.0,104.0,,0.0,0.0,0.0,0.0,0.0,0.0,422.0,,,61.0,588.0,,11.58,,,1.89,17.82,,1022.0,,,103.0,1150.0,,13222.0,,1071.0,8.1,0.0,202.0,0.0,2275.0
2015-07-14,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.54,45.04,,121.62,33.04,,81.0,,,17.0,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,415.0,,,60.0,581.0,,11.39,,,1.86,17.61,,1015.0,,,102.0,1139.0,,13222.0,,1056.0,7.99,0.0,179.0,0.0,2256.0
2015-07-15,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,12.0,,,68.48,45.04,,121.58,32.94,,81.0,,,17.0,104.0,,0.0,0.0,0.0,5.4,0.0,0.0,408.0,,,59.0,572.0,,11.19,,,1.83,17.33,,1006.0,,,101.0,1129.0,,13222.0,,1039.0,7.86,12.0,202.0,5.4,2236.0
2015-07-16,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.41,45.04,,121.47,32.86,,81.0,,,17.0,81.0,,0.0,5.0,0.0,0.0,4.0,13.0,401.0,,,57.0,565.0,,11.0,,,1.76,17.12,,997.0,,,100.0,1118.0,,13222.0,,1023.0,7.74,0.0,179.0,22.0,2215.0
2015-07-17,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.33,45.04,,121.42,32.75,,81.0,,,17.0,116.0,,0.0,0.0,0.0,0.0,0.0,0.0,394.0,,,56.0,555.0,,10.81,,,1.73,16.82,,988.0,,,98.0,1108.0,,13222.0,,1005.0,7.6,0.0,214.0,0.0,2194.0
2015-07-18,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.26,45.04,,121.3,32.66,,81.0,,,17.0,83.0,,18.0,0.0,0.0,0.0,0.0,0.0,387.0,,,54.0,547.0,,10.62,,,1.67,16.58,,979.0,,,97.0,1096.0,,13222.0,,988.0,7.47,0.0,181.0,18.0,2172.0
2015-07-19,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,69.0,,,12.0,,,68.26,45.04,,121.24,32.54,,69.0,,,17.0,116.0,,45.0,6.0,0.0,8.0,7.0,6.0,387.0,,,53.0,537.0,,10.62,,,1.64,16.27,,971.0,,,96.0,1086.0,,13222.0,,977.0,7.39,81.0,202.0,72.0,2153.0
2015-07-20,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,58.2,45.04,,121.11,32.45,,69.0,,,17.0,93.0,,0.0,3.0,0.0,1.4,1.0,8.2,381.0,,,51.0,529.0,,10.45,,,1.58,16.03,,963.0,,,95.0,1074.0,,13222.0,,961.0,7.27,0.0,179.0,13.6,2132.0
2015-07-21,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.14,45.04,,121.05,32.33,,69.0,,,17.0,116.0,,0.0,0.0,0.0,0.0,0.6,0.0,375.0,,,50.0,519.0,,10.29,,,1.55,15.73,,954.0,,,94.0,1062.0,,13222.0,,944.0,7.14,0.0,202.0,0.6,2110.0
2015-07-22,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,68.08,45.04,,120.92,32.24,,69.0,,,17.0,93.0,,0.0,0.0,0.0,0.0,1.0,0.0,369.0,,,48.0,511.0,,10.12,,,1.49,15.48,,945.0,,,93.0,1050.0,,13222.0,,928.0,7.02,0.0,179.0,1.0,2088.0
2015-07-23,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,97.0,,,40.0,,,68.1,45.04,,121.05,32.12,,74.0,,,17.0,116.0,,33.0,29.0,0.0,21.0,41.0,0.0,371.0,,,50.0,501.0,,10.18,,,1.55,15.18,,936.0,,,92.0,1038.0,,13222.0,,922.0,6.97,137.0,207.0,124.0,2066.0
2015-07-24,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,29.0,,,68.04,45.04,,121.17,32.02,,66.0,,,17.0,93.0,,2.0,44.0,0.0,31.0,4.2,65.0,365.0,,,51.0,493.0,,10.01,,,1.58,14.94,,927.0,,,91.0,1027.0,,13222.0,,909.0,6.87,29.0,176.0,146.2,2045.0
2015-07-25,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,35.0,23.0,,67.98,45.04,,121.29,31.93,,64.0,,,12.0,116.0,,0.0,31.0,0.0,15.0,35.0,18.0,359.0,,,53.0,485.0,,9.85,,,1.64,14.7,,918.0,,,90.0,1015.0,,13222.0,,897.0,6.78,58.0,192.0,99.0,2023.0
2015-07-26,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.92,45.04,,121.18,31.83,,64.0,,,12.0,93.0,,2.0,0.0,0.0,2.0,5.0,0.0,353.0,,,52.0,477.0,,9.68,,,1.61,14.45,,910.0,,,89.0,1002.0,,13222.0,,882.0,6.67,0.0,169.0,9.0,2001.0
2015-07-27,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,47.0,12.0,,67.85,45.04,,121.41,41.72,,70.0,,,12.0,70.0,,17.0,11.0,0.0,23.0,17.0,18.0,347.0,,,55.0,468.0,,9.52,,,1.7,14.18,,900.0,,,88.0,988.0,,13222.0,,870.0,6.58,59.0,152.0,86.0,1976.0
2015-07-28,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,14.0,23.0,,67.79,45.04,,121.46,31.65,,70.0,,,2.0,93.0,,0.0,26.0,0.0,10.0,27.0,4.2,341.0,,,56.0,462.0,,9.36,,,1.73,14.0,,890.0,,,86.0,975.0,,13222.0,,859.0,6.5,37.0,165.0,67.2,1951.0
2015-07-29,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,23.0,,67.72,45.04,,121.41,31.54,,68.0,,,10.0,116.0,,12.0,13.0,0.0,0.0,22.0,6.4,335.0,,,55.0,454.0,,9.19,,,1.7,13.76,,880.0,,,84.0,963.0,,13222.0,,844.0,6.38,23.0,194.0,53.4,1927.0
2015-07-30,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.66,45.04,,121.3,31.44,,70.0,,,10.0,93.0,,0.0,4.0,0.0,0.0,0.0,0.0,329.0,,,54.0,446.0,,9.03,,,1.67,13.52,,870.0,,,83.0,951.0,,13222.0,,829.0,6.27,0.0,173.0,4.0,1904.0
2015-07-31,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.59,45.04,,121.24,31.31,,70.0,,,10.0,116.0,,0.0,0.0,0.0,0.0,0.0,0.0,323.0,,,53.0,436.0,,8.86,,,1.64,13.21,,860.0,,,82.0,939.0,,13222.0,,812.0,6.14,0.0,196.0,0.0,1881.0
2015-08-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,61.0,,,,,,67.59,45.04,,121.18,31.22,,61.0,,,10.0,93.0,,45.0,4.0,0.0,0.0,1.0,10.0,323.0,,,52.0,428.0,,8.86,,,1.61,12.97,,850.0,,,81.0,927.0,,13222.0,,803.0,6.07,61.0,164.0,60.0,1858.0
2015-08-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.53,45.04,,121.11,31.09,,69.0,,,10.0,104.0,,1.0,3.0,0.0,5.0,1.0,1.0,317.0,,,51.0,419.0,,8.7,,,1.58,12.7,,840.0,,,80.0,915.0,,13222.0,,787.0,5.95,0.0,183.0,11.0,1835.0
2015-08-03,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.46,45.04,,121.05,31.0,,69.0,,,10.0,81.0,,0.0,3.0,0.0,2.0,10.2,2.0,311.0,,,50.0,412.0,,8.53,,,1.55,12.48,,832.0,,,79.0,903.0,,13222.0,,773.0,5.85,0.0,160.0,17.2,1814.0
2015-08-04,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.38,45.04,,120.99,30.88,,81.0,,,10.0,104.0,,0.0,2.0,0.0,4.0,1.6,37.0,304.0,,,49.0,403.0,,8.34,,,1.52,12.21,,824.0,,,78.0,891.0,,13222.0,,756.0,5.72,0.0,195.0,44.6,1793.0
2015-08-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,146.0,,,79.0,23.0,,67.46,45.04,,121.41,30.81,,65.0,,,10.0,81.0,,88.0,31.0,0.0,51.0,59.0,16.0,311.0,,,55.0,398.0,,8.53,,,1.7,12.06,,814.0,,,76.0,878.0,,13222.0,,764.0,5.78,248.0,156.0,245.0,1768.0
2015-08-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,108.0,,,,,,67.49,45.04,,121.3,30.69,,73.0,,,10.0,104.0,,2.0,0.0,0.0,0.0,0.0,0.0,314.0,,,54.0,389.0,,8.61,,,1.67,11.79,,804.0,,,75.0,866.0,,13222.0,,757.0,5.73,108.0,187.0,2.0,1745.0
2015-08-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.43,45.04,,121.24,30.59,,135.0,,,10.0,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,308.0,,,53.0,382.0,,8.45,,,1.64,11.58,,796.0,,,91.0,854.0,,13222.0,,743.0,5.62,0.0,226.0,0.0,1741.0
2015-08-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.35,45.04,,121.24,30.47,,91.0,,,2.0,104.0,,0.0,0.0,0.0,0.0,0.0,0.0,301.0,,,53.0,373.0,,8.26,,,1.64,11.3,,788.0,,,116.0,842.0,,13222.0,,727.0,5.5,0.0,197.0,0.0,1746.0
2015-08-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.28,45.04,,121.24,30.35,,69.0,,,2.0,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,295.0,,,53.0,365.0,,8.09,,,1.64,11.06,,788.0,,,141.0,830.0,,13222.0,,713.0,5.39,0.0,152.0,0.0,1759.0
2015-08-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.21,45.04,,121.24,30.23,,69.0,,,2.0,104.0,,0.0,0.0,0.0,0.0,0.0,0.0,289.0,,,53.0,356.0,,7.93,,,1.64,10.79,,790.0,,,167.0,819.0,,13222.0,,698.0,5.28,0.0,175.0,0.0,1776.0
2015-08-11,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,25.0,,,67.14,45.04,,121.41,30.13,,69.0,,,2.0,81.0,,0.0,0.0,0.0,9.0,0.0,0.0,283.0,,,55.0,349.0,,7.76,,,1.7,10.58,,782.0,,,192.0,807.0,,13222.0,,687.0,5.2,25.0,152.0,9.0,1781.0
2015-08-12,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.07,45.04,,121.41,30.01,,69.0,,,2.0,104.0,,0.0,0.0,0.0,0.0,0.0,0.0,277.0,,,55.0,341.0,,7.6,,,1.7,10.33,,774.0,,,265.0,799.0,,13222.0,,673.0,5.09,0.0,175.0,0.0,1838.0
2015-08-13,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,67.0,45.04,,121.41,29.92,,69.0,,,2.0,69.0,,0.0,0.0,0.0,0.0,0.0,0.0,271.0,,,55.0,335.0,,7.43,,,1.7,10.15,,764.0,,,307.0,787.0,,13222.0,,661.0,5.0,0.0,140.0,0.0,1858.0
2015-08-14,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,66.93,45.04,,121.41,29.8,,74.0,,,2.0,93.0,,0.0,0.0,0.0,0.0,0.0,0.0,265.0,,,55.0,327.0,,7.27,,,1.7,9.91,,756.0,,,347.0,776.0,,13222.0,,647.0,4.89,0.0,169.0,0.0,1879.0
2015-08-15,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,66.84,45.04,,121.41,29.71,,88.0,,,10.0,69.0,,0.0,0.0,0.0,0.0,0.0,0.0,257.0,,,55.0,321.0,,7.05,,,1.7,9.73,,747.0,,,384.0,764.0,,13222.0,,633.0,4.79,0.0,167.0,0.0,1895.0
2015-08-16,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,66.74,45.04,,121.3,29.61,,93.0,,,2.0,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,249.0,,,54.0,314.0,,6.83,,,1.67,9.52,,739.0,,,431.0,753.0,,13222.0,,617.0,4.67,0.0,176.0,0.0,1923.0
2015-08-17,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,66.64,45.04,,121.3,29.53,,93.0,,,2.0,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,241.0,,,54.0,309.0,,6.61,,,1.67,9.36,,731.0,,,454.0,743.0,,13222.0,,604.0,4.57,0.0,153.0,0.0,1928.0
2015-08-18,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,66.55,45.04,,121.3,29.42,,93.0,,,2.0,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,233.0,,,54.0,302.0,,6.39,,,1.67,9.15,,722.0,,,470.0,746.0,,13222.0,,589.0,4.45,0.0,176.0,0.0,1938.0
2015-08-19,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,66.42,45.04,,121.3,29.34,,116.0,,,10.0,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,223.0,,,54.0,297.0,,6.12,,,1.67,9.0,,714.0,,,488.0,748.0,,13222.0,,574.0,4.34,0.0,184.0,0.0,1950.0
2015-08-20,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,66.32,45.04,,121.24,29.24,,93.0,,,10.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,215.0,,,53.0,290.0,,5.9,,,1.64,8.79,,707.0,,,496.0,752.0,,13222.0,,558.0,4.22,0.0,178.0,0.0,1955.0
2015-08-21,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,37.0,23.0,,66.22,45.04,,121.46,29.19,,81.0,,,2.0,58.0,,2.0,17.0,0.0,30.0,29.6,7.0,208.0,,,56.0,287.0,,5.71,,,1.73,8.7,,699.0,,,511.0,759.0,,13222.0,,551.0,4.17,60.0,141.0,85.6,1969.0
2015-08-22,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,25.0,32.0,,66.14,45.04,,121.57,29.13,,69.0,,,2.0,78.0,,2.0,37.0,0.0,16.6,36.0,11.0,202.0,,,58.0,283.0,,5.54,,,1.8,8.58,,691.0,,,523.0,777.0,,13222.0,,543.0,4.11,57.0,149.0,102.6,1991.0
2015-08-23,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,58.0,,,25.0,35.0,,66.14,45.04,,121.66,29.09,,58.0,,,2.0,68.0,,5.0,35.0,0.0,20.0,24.0,9.0,202.0,,,60.0,281.0,,5.54,,,1.86,8.52,,684.0,,,519.0,790.0,,13222.0,,543.0,4.11,118.0,128.0,93.0,1993.0
2015-08-24,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,35.0,,66.08,45.04,,121.66,29.03,,59.0,,,2.0,78.0,,0.0,24.0,0.0,0.0,16.8,0.0,197.0,,,60.0,277.0,,5.4,,,1.86,8.39,,677.0,,,517.0,802.0,,13222.0,,534.0,4.04,35.0,139.0,40.8,1996.0
2015-08-25,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,23.0,,66.01,45.04,,121.66,28.98,,58.0,,,2.0,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,192.0,,,60.0,274.0,,5.27,,,1.86,8.3,,682.0,,,556.0,814.0,,13222.0,,526.0,3.98,23.0,118.0,0.0,2052.0
2015-08-26,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,23.0,,66.94,45.04,,121.66,28.91,,58.0,,,2.0,78.0,,0.0,0.0,0.0,0.0,0.0,0.0,187.0,,,60.0,269.0,,5.13,,,1.86,8.15,,684.0,,,563.0,826.0,,13222.0,,516.0,3.9,23.0,138.0,0.0,2073.0
2015-08-27,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,23.0,,65.89,45.04,,121.66,28.86,,46.0,,,2.0,58.0,,0.0,2.0,0.0,1.6,1.0,0.0,183.0,,,60.0,266.0,,5.02,,,1.86,8.06,,676.0,,,566.0,838.0,,13222.0,,509.0,3.85,23.0,106.0,4.6,2080.0
2015-08-28,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,11.0,,65.82,45.04,,121.66,28.76,,46.0,,,2.0,78.0,,0.0,0.0,0.0,0.0,0.0,0.0,178.0,,,60.0,260.0,,4.88,,,1.86,7.88,,668.0,,,574.0,848.0,,13222.0,,498.0,3.77,11.0,126.0,0.0,2090.0
2015-08-29,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,11.0,,65.76,45.04,,121.58,28.7,,46.0,,,2.0,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,174.0,,,59.0,256.0,,4.77,,,1.83,7.76,,659.0,,,578.0,860.0,,13222.0,,489.0,3.7,11.0,106.0,0.0,2097.0
2015-08-30,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,65.67,45.04,,121.58,28.58,,69.0,,,2.0,78.0,,0.0,0.0,0.0,0.0,1.6,0.0,168.0,,,59.0,249.0,,4.61,,,1.83,7.55,,650.0,,,578.0,873.0,,13222.0,,476.0,3.6,0.0,149.0,1.6,2101.0
2015-08-31,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,104.0,,,,35.0,,65.72,45.04,,121.58,28.55,,69.0,,,2.0,58.0,,35.0,12.0,0.0,7.0,20.0,2.0,171.0,,,59.0,247.0,,4.69,,,1.83,7.48,,642.0,,,575.0,887.0,,13222.0,,477.0,3.61,139.0,129.0,76.0,2104.0
2015-09-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,23.0,,65.64,45.04,,121.58,28.47,,69.0,,,2.0,78.0,,0.0,0.0,0.0,0.0,0.0,0.0,165.0,,,59.0,242.0,,4.53,,,1.83,7.33,,633.0,,,574.0,901.0,,13222.0,,466.0,3.52,23.0,149.0,0.0,2108.0
2015-09-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,12.0,,65.55,45.04,,121.58,28.4,,69.0,,,2.0,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,159.0,,,59.0,238.0,,4.36,,,1.83,7.21,,624.0,,,596.0,916.0,,13222.0,,456.0,3.45,12.0,129.0,0.0,2136.0
2015-09-03,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,12.0,,65.47,45.04,,121.58,28.3,,69.0,,,2.0,58.0,,0.0,0.0,0.0,8.4,1.6,0.0,153.0,,,59.0,232.0,,4.2,,,1.83,7.03,,615.0,,,593.0,933.0,,13222.0,,444.0,3.36,12.0,129.0,10.0,2141.0
2015-09-04,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,12.0,,65.38,45.04,,121.58,28.23,,69.0,,,2.0,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,147.0,,,59.0,228.0,,4.03,,,1.83,6.91,,620.0,,,604.0,955.0,,13222.0,,434.0,3.28,12.0,129.0,0.0,2179.0
2015-09-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,65.28,45.04,,121.53,28.11,,69.0,,,2.0,78.0,,0.0,0.0,0.0,0.0,0.0,0.0,141.0,,,58.0,221.0,,3.87,,,1.8,6.7,,623.0,,,606.0,979.0,,13222.0,,420.0,3.18,0.0,149.0,0.0,2208.0
2015-09-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,65.22,45.04,,121.53,28.02,,49.0,,,2.0,58.0,,0.0,0.0,0.0,0.0,6.2,0.0,137.0,,,58.0,216.0,,3.76,,,1.8,6.55,,628.0,,,626.0,1018.0,,13222.0,,411.0,3.11,0.0,109.0,6.2,2272.0
2015-09-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,65.16,45.04,,121.53,27.9,,46.0,,,2.0,78.0,,0.0,2.0,0.0,1.0,1.0,0.0,133.0,,,58.0,209.0,,3.65,,,1.8,6.33,,628.0,,,640.0,1038.0,,13222.0,,400.0,3.03,0.0,126.0,4.0,2306.0
2015-09-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,69.0,,,,,,65.21,45.04,,121.53,27.81,,35.0,,,2.0,58.0,,2.0,0.0,0.0,1.6,0.0,1.0,136.0,,,58.0,204.0,,3.73,,,1.8,6.18,,618.0,,,653.0,1057.0,,13222.0,,398.0,3.01,69.0,95.0,4.6,2328.0
2015-09-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,,,,,,,65.15,45.04,,121.47,27.7,,46.0,,,7.0,78.0,,0.0,0.0,0.0,0.0,0.0,0.0,132.0,,,57.0,197.0,,3.62,,,1.76,5.97,,609.0,,,664.0,1071.0,,13222.0,,386.0,2.92,0.0,131.0,0.0,2344.0
2015-09-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,800.0,,,,,,66.08,45.04,,121.47,27.61,,46.0,,,7.0,53.0,,80.0,0.0,0.0,0.0,0.0,0.0,197.0,,,57.0,192.0,,5.4,,,1.76,5.82,,601.0,,,671.0,1085.0,,13222.0,,446.0,3.37,800.0,106.0,80.0,2357.0
